Gene.name	P12955_161	P12955_162	P12955_169	P12955_170	P12955_177	P12955_178	P12955_185	P12955_186
EPHA10	0.103095	0.1013865	0.2033122	0.1546483	0.0439512	0.0912091	0.0958059	0.0228581
EPHA2	51.3418	44.4462	48.4134	44.6966	52.0623	40.5749	55.1437	43.4492
EPHA3	0	0.0442863	0	0	0	0	0	0
EPHA4	0	0.0324653	0	0	0	0	0	0
EPHA5	0	0	0	0	0	0	0	0
EPHA6	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0	0	0	0	0
EPHA8	0	0	0.0984514	0	0	0	0	0
EPHB1	0	0.1589833	0.121183	0.418543	0.0945615	0	0.2376724	0.13469772
EPHB2	0.0358383	0.0682894	0	0	0	0	0	0.159972
EPHB3	0.0673628	0	0.0386752	0.0869794	0	0.118157	0.0620874	0.148146
EPHB4	38.87784	32.938897	36.67604678	31.55647	34.44004	28.70854	32.51476	27.38291
EPHB6	0	0	0	0	0.0205181	0	0	0
EPHX1	86.095741	86.034303	91.59882	95.774494	73.298425	67.36079	72.65315	66.2955
EPHX2	16.08049	12.451638401441	20.782780563816	18.275029	11.50686	13.982134	11.403676	12.00932
EPHX3	0	0	0	0	0	0	0	0
EPHX4	0	0	0	0.144189	0	0	0	0
EPM2A	2.16105	1.8894550551	3.37731	2.5725840137997	0.991132	2.30904	2.06136585619	0.94578
EPM2AIP1	9.0522	9.781263	8.0086212	9.95303	7.40417	8.67174	13.095	8.60673
EPN1	68.90217	53.588255	65.103068	54.68916	61.65276	54.218616	58.83152	43.114157
EPN2	11.060499	13.901602	14.906851912	13.204517	15.06253	15.5325736	13.007746	12.559999
EPN3	0.664565	0.136705	1.092544	0.299777	0.80969800495381	0.586318	0.735059	0.436072
EPO	3.04799	4.8524	4.07708	3.48021	3.52098	4.25188	3.93255	3.86459
EPOP	37.6926	38.3132	35.166	35.8128	35.6228	39.1357	34.2239	33.3466
EPOR	0.939609	0.699202	1.543987	1.12638	0.321927	0.94634	1.28981	0.86801
EPPIN	0.482448	0.399824	0.0956882	0.215789	0	0	0.300212	0.271039
EPPIN-WFDC6	0	0	0	0	0	0	0	0
EPPK1	3.9959146054	4.14094000122252	5.157384	3.27251	4.28926000103394	3.4611	3.318679404	2.597371
EPRS	58.5226	66.6759	67.085048	63.1106	59.04284	63.8914	65.6391	69.8873
EPS15	11.1253	12.6112	11.2038	12.2876	11.391	12.1018	11.3563	11.5269
EPS15L1	17.99776	12.301442	8.874327	17.2419786	11.8223570054501	19.924534	14.456285	13.4139634737
EPS8	30.395029	33.89772520397	34.5175609	33.3863338	31.765263	38.1686350018071	36.93038102	39.2060501
EPS8L1	2.003857	1.466073	2.71653	1.64283	1.34978	2.518355	1.04521	0.7567602836
EPS8L2	66.28876	63.24836	78.1901417	52.376610546238	63.83006756298	44.735997042	63.9168599074482	57.133133030616
EPS8L3	31.38136	26.03507	29.95293	26.76484	26.731928614	22.34125	28.4691000013075	24.5107316
EPSTI1	0	0.2923927	0	0.0374204	0	0	0.364453	0.12337500156885
EPX	0.054373	0	0	0.0702869	0	0.190481	0.0501135	0.191367
EPYC	0	0	0	0	0	0	0	0
EQTN	0	0	0	0	0	0	0	0
ERAL1	55.81439	49.80242	48.0814	47.403697	61.6205	45.4963	56.0216	44.6099
ERAP1	17.3012957642	14.17872	19.891032	20.411721	21.0258957	18.435306	14.978659	15.39706679
ERAP2	5.92368	11.95601	7.4154828	6.092578077632	6.8011	6.24718	7.666912	6.29495000094983
ERAS	0	0.194239	0	0	0	0	0	0
ERBB2	54.167584	49.084952	60.615072	43.727718	46.092475	47.86277	39.7518094123	49.04879
ERBB3	106.432111	96.487217	118.821242	95.442454	94.502564	96.245497	78.344657166	80.263951
ERBB4	0	0	0.013515	0	0	0	0	0
ERBIN	16.7213951414	24.197478	23.65582	19.895748	21.99753	22.719405	24.528085	24.3891
ERC1	4.77899251982	4.066063	5.391966	4.1915301	4.884739	4.384976505	3.91245	5.024107
ERC2	0	0	0.0215108	0	0	0	0.07382943	0.0242605
ERCC1	39.33023	35.27658	43.862663	35.38327	40.24478	38.188292	40.58445	32.911573
ERCC2	34.11206	19.97462	20.91621	20.75992866453	23.5819799271204	24.99596	21.69344622	20.037101
ERCC3	40.53544	37.71776	47.4191	36.81631	40.24608	36.86666	40.65036	34.89837
ERCC4	4.967709	4.625096	4.780364	5.674164	6.15608	6.02203	6.027586	6.223549
ERCC5	16.34415	17.237297	16.0902	15.086984	15.846598	14.116179	17.170022	17.380279
ERCC6	2.90828	3.71365	3.65947	3.4239004	2.98763	4.59157	3.3762	3.32162
ERCC6L	4.37096	5.98876	5.7912	4.84065	5.40425	5.34416	6.15565	5.26482
ERCC6L2	8.98929	8.99487	7.14348	8.22567	7.473614	7.7534	6.129761	9.85401
ERCC8	8.14522	9.28673	11.18899	7.83529	4.74526	9.118929	8.68365	10.53443
EREG	1.10502	1.03889	0.840765	1.43197	1.07533	0.697116	1.39462	1.26107
ERF	70.26186	65.66717	85.20601	79.88759	80.91647	82.66705	70.41109	57.55229
ERFE	0.0754999	0	0	0.117962	0	0.395333	0	0
ERG	0	0.0230432	0	0	0	0	0	0
ERG28	22.0918	23.2531	20.3645	24.7153	21.7441	23.0486	21.7924	24.4335
ERGIC1	63.2511374	61.920826	66.30042	56.2746348	59.219208	52.7748193	59.271361	56.100433
ERGIC2	53.82039	55.27686	58.52192	55.09032	45.809900045686	59.00971	62.43941	60.43259
ERGIC3	207.7836	177.2781357	195.92239	193.83712	215.3049	176.49898	192.635168	173.60414
ERH	136.75356	145.158	126.397945	136.73796	149.995	140.557	148.937	149.49738
ERI1	6.346229	7.28549	7.1549	7.1066	9.721442	7.56197	8.42532	8.19059
ERI2	14.204548	16.32447	15.58643667	16.7318200139027	13.125605	17.63335	16.067	17.48788
ERI3	28.332187	25.197412	30.499706	26.719986	35.10094	27.681388	31.23354	20.460809
ERICH1	10.565615	12.4141734	16.018888	11.604836	9.379332	11.792049	10.913442	10.954908
ERICH2	0	0	0.413397	0	0	0	0	0
ERICH3	0	0	0	0	0	0	0	0.0644295
ERICH4	0.186473	0.279038	0	0.364223	0	0	0.34367	0.657194
ERICH5	0.0878034	0	0	0	0	0	0	0.0772832
ERICH6	0	0	0.169927	0.339637	0	0	0.0680637	0
ERICH6B	0	0	0	0	0	0	0	0
ERLEC1	74.04097	83.1411900031973	78.754	77.30149	72.61733	78.4983	69.30985	83.00779
ERLIN1	71.7769	71.422	70.2217	73.9518	74.21112	70.14556	77.8764	73.3354
ERLIN2	18.902957	16.337203	26.306145	16.72224362	20.353575	16.450716	23.182312	18.1364522
ERMAP	1.649955	1.98657	3.20446	2.5226580840338	1.3432	1.897436	2.1293119897	2.482838
ERMARD	3.9577514	2.617472	4.083197	5.045792436203	5.05557	4.40009778	4.053197	5.139339
ERMN	0.401163	0.88981	0.488492	1.06569	0	0	0.739572	0
ERMP1	22.9984	25.2598	24.3975	24.3817	16.7484	22.8276	24.0129	17.6227
ERN1	4.9498	5.11274	4.5186	5.41931	3.960446	4.887933	4.51264	4.61027
ERN2	0.495787	0.560424	0.896287	0.549986	0.534874	0.673582	1.0022728	1.041016
ERO1A	39.64044	41.197917	40.216841	42.345238	36.62966	38.6406	35.77857	42.056354
ERO1B	3.15878	4.16604	2.0458119	2.766802	1.47392	0.80472429	2.58889	4.188705
ERP27	0.72118	1.442227	0.82963	0.83985	0.596461	0.420576	0.4841375	1.388527
ERP29	147.46065	140.47894	147.08645	137.29925	144.42324	134.06626	147.11533	147.77092
ERP44	14.7112	14.6314	13.6718	15.6935	12.7881	14.5789	14.7698	16.638
ERRFI1	199.976638	170.039847	209.50253	162.108315	187.30634	154.295097	184.50823	161.61374
ERV3-1	19.6562	21.425	21.664	22.9214	22.0876	23.5435	20.3914	23.7446
ERVFRD-1	0	0	0	0	0	0.053324655	0	0
ERVK3-1	36.49993	28.8620479	27.66037	26.18098	29.47286	28.21807	36.44611	34.39293
ERVMER34-1	0.0808975	0.0444734	0.140157	0.130231	0	0.0935545	0.0372993	0.0368779
ERVV-1	0	0	0	0	0	0	0	0
ERVV-2	0	0	0	0	0	0	0	0
ERVW-1	0.0531967	0.0657853	0.108172	0.114562	0	0.0971209	0.076381	0.1457443
ESAM	18.8832	25.8982	18.6718	16.8892	27.2243	19.8441	28.0942	20.9903
ESCO1	7.98275	10.5529	10.0334	8.825971	11.06331	8.52223	8.02162	11.6237
ESCO2	9.02011	7.79146	6.17485	7.97401	6.006533	9.929626	8.525327	9.90449
ESD	130.2221	145.318	137.73194	142.942724	133.3875	129.737368	135.160721	142.16009
ESF1	30.09531	36.85503	31.06316	35.44015	30.3437	35.39503	31.7936	37.64577
ESM1	0	0	0	0	0	0	0	0
ESPL1	9.36099	7.2883	8.32567	7.74816	10.888563	6.68664	9.69487	7.48091
ESPN	64.355258	75.78470713	88.922448	65.71192	65.031662	70.570497	65.068454	41.1480076
ESPNL	1.410275	1.93667000044901	0.7015429	1.28664	0.877901	0.590574	0.794335	1.8798041054
ESR1	0.051863	0	0	0.0167344	0	0	0.0478019	0
ESR2	0.1077421	0.2026545	0.198887	0.13856206	0.27252	0.1249389	0.1852801	0.116357866
ESRP1	0	0.0358199	0.101773	0.0990948	0	0.0822385	0	0
ESRP2	31.11383	25.74609	25.2817	22.92256	31.10276	24.10601	26.988848	20.23138009075
ESRRA	19.246166	18.547428	19.314857	18.989978	18.22476	15.4258240010354	18.049543	15.042526
ESRRB	0	0.0362772	0	0.199758	0	0	0.1207232	0
ESRRG	0.0271881352	0.0200482	0	0	0	0	0	0.0957662
ESS2	0.133236	0.168236	0.151106	0.123737	0.147572	0.102122	0.289816	0.152443
ESX1	0	0	0	0	0	0	0	0
ESYT1	62.8532	59.9932	61.8071	55.2367	57.0203	49.84708	58.9639	52.860218
ESYT2	32.153	33.46744	33.89415	32.173	35.31579	33.92255	38.65259	36.28959
ESYT3	0.277338	0.381654	0.2744794	0.252427	0.590104	0.244919	0.492461	0.414083
ETAA1	9.367852	10.855854	10.772222	11.1178163	11.2458	11.731725	10.516653	12.145529
ETDA	0	0	0	0	0	0	0	0
ETDB	0	0	0	0	0	0	0	0
ETDC	0	0	0	2.62699	0	0	0	0
ETF1	98.217677	117.31468	124.67752	109.61274	108.22522	109.97767	118.27115	125.45006
ETFA	73.09125	72.75563	52.600312281265	74.03074	60.417419	49.386588	73.48059	77.8019618770397
ETFB	607.51361	533.67732	642.22292	503.1543	571.5406	501.7414	598.9013	493.3545
ETFBKMT	0.31369	0.41241289	0.851676	0.955014	0.2668763	0.2477075	0.9120235	0.3428436
ETFDH	3.93364087788	4.72365	2.53498	3.97943	3.383154	2.72793652	4.418591	5.466122
ETFRF1	11.48118516091	11.601233	11.7965094	13.226133	9.32064	14.9303300039329	10.7846940498	11.77549
ETHE1	40.157894	28.0696	40.4955	32.3113	42.0653	31.4114	31.3623	31.4994
ETNK1	10.762586	11.047818	9.90077	12.312735	10.01474	10.191528	11.686401	11.901364
ETNK2	8.739987	4.985386	8.129353	6.092696	9.21906	5.79406	6.8676	5.736622
ETNPPL	1.736492	2.8508484164	2.692304	2.6027555	2.082602	3.718220123138	3.110715	3.277027
ETS1	0.384172	0.3665161	0.248615	0.332458	0.3612573984	0.1909724	0.682039	0.40550722345
ETS2	14.383058	9.54055	13.518304	12.165597	12.99936	10.42309	14.221744	14.27887
ETV1	0.170746	0.33043413	0.1483272348	0.422354	0	0.507843	0.2242558	0.12943064156
ETV2	0	1.190804	0.718227	1.1007	0.319949	0.486159	0.785074	1.071401
ETV3	4.80305	5.001752	4.94619	5.089847	4.189601	4.904933	5.72649	5.257238
ETV3L	0	0	0	0	0	0	0	0
ETV4	195.44111	169.694231	175.25271	178.64839	179.298634	174.80061	165.70521	161.01588
ETV5	34.37793	42.37016	35.674254	38.88252	36.527548177	38.716678	32.743126	34.258505
ETV6	2.025275	2.39552	1.80457	2.53798	2.22035	1.94789	1.53604	1.69487
ETV7	0.365619	0	0.14657	0.164927	0.189271	0	0.117109	0
EVA1A	59.801289	55.95213	46.072806	60.572520121802	52.655769	39.26413	54.96476	39.098834
EVA1B	1.48594	2.19581	1.63452	2.16531	3.48734	2.51935	2.50679	1.14374
EVA1C	2.350084	2.544736	3.347438	3.536197	2.2454504815	3.034	3.63957	2.47976
EVC	5.49737	4.590912	5.029462	4.274011	3.570524	3.70349	3.879582	5.183419
EVC2	0	0	0	0	0	0	0	0
EVI2A	0	0	0	0	0	0.238646	0.076311402	0.07287494
EVI2B	0	0	0	0	0	0	0	0
EVI5	3.443348906543	2.915760258394	4.3600263	4.16097	4.013491	4.2834980518449	4.72528	4.997936
EVI5L	4.098534	2.4527744	3.142315	3.824638	2.189668	2.34924	4.11579	4.98768
EVL	5.7439731	4.065636	3.453804	6.969517	6.70294	4.593622	5.4472891	5.0955373
EVPL	11.44888905	10.520887	11.60782856	9.78402	11.006093	10.2440001	11.395745	9.21775
EVPLL	0	0.0696263	0.0834802	0.0618532	0.0611494	0	0.100915	0
EVX1	0	0	0	0	0	0	0	0
EVX2	0	0	0	0	0	0	0	0
EWSR1	186.854134018312	158.3031	191.133403493	159.937545	231.95608	168.41166250334	184.99354	159.715745217319
EXD1	0	0	0	0	0	0	0	0
EXD2	4.44796154	7.38752	5.581097231255	6.000976	4.52334024578	6.05814	6.028386	4.68217149575
EXD3	5.796313	6.011021	7.07685	6.083471	7.17166	6.02487	5.708007	5.76879
EXO1	12.40112	8.866794	13.372157	11.564305	9.99208	11.7728774	12.4004430005119	13.8792782305893
EXO5	11.881529	11.411135	12.609704237	10.504777	17.99962	9.809059	13.999133	13.541523
EXOC1	8.22747	8.1747779986	6.46912002051	8.038288	7.05318	8.574652	7.78022	10.06447
EXOC1L	0	0	0	0	0	0	0	0
EXOC2	15.68263	16.09589	15.29188	15.6709	17.99257	18.73199	14.35397	16.65617
EXOC3	15.80259	17.022758	16.68046	15.11835	14.80701	14.88119	15.00219	14.48203
EXOC3L1	0.2997472137848	0.165697509997	0.218675250669	0	0	0.078725653143	0.163343	0
EXOC3L2	0	0.0863391	0.272864	0	0	0.0722402	0.0910078	0
EXOC3L4	9.38159	4.37817	5.31754	5.5580490422098	3.805006	9.36348	4.02682	3.42878
EXOC4	18.698083	18.811958	16.7267	17.9082	15.342606	14.9611	13.1945	18.2607
EXOC5	10.65277	11.0978	12.82326	8.62284	8.69238	7.82666	17.48454	11.3291
EXOC6	15.126382	15.422634	11.9408502	14.25016	11.57811	12.6529	10.7344	12.379252
EXOC6B	9.482213	10.874759	9.275738	10.887184	8.549366	10.505031	8.623866	9.136573
EXOC7	57.631701	52.20496	60.692785	51.153062	50.1156280040185	44.461552	54.63848	49.200629
EXOC8	5.01423	5.49305	4.97131	4.34215	4.75794	3.58745	5.07373	4.04543
EXOG	4.840815	3.75401	5.31679	1.92108	2.96432	4.59697	2.91271	5.66184
EXOSC1	54.84725	44.9691	39.738	50.0005	48.2583	46.00546	55.9676	50.59171
EXOSC10	47.0198	47.370021	48.5499	43.56645	53.8564	43.8896	51.37061	47.948269
EXOSC2	35.40669	30.87795	33.30719	27.523911	34.85281	23.860368	40.800712	34.08457
EXOSC3	30.9884	33.722	31.6684	31.7339	30.1376	33.151	33.4599	31.3954
EXOSC4	45.2745	34.96942	44.671979	41.186664	39.84961	30.88474	37.80159	25.94816
EXOSC5	30.63752	21.35225	25.99271	21.91485	27.83703	25.93227	27.99389	25.81886
EXOSC6	14.8077	16.3957	14.0884	15.0059	13.2261	15.4227	14.3647	14.7291
EXOSC7	31.6762	26.6919	35.6813	22.6856	34.9964	24.59	38.6883	31.6377
EXOSC8	39.54	49.47492	51.107682	43.87113	49.3991	48.01061	45.32718	50.40789
EXOSC9	31.3991	30.76087	28.77912	30.4078	32.5013	27.9261	33.329844	26.66363
EXPH5	0.080829	0.130887	0.0388418	0.037017	0.115383	0.0596111	0.109945	0.160278
EXT1	4.74947	5.16099	5.18016	4.65409	4.19567	4.22828	4.0127	4.34371
EXT2	23.694911664	26.9980746236	29.6542308529	27.2919301819	25.42035598	25.51647	25.1835485032	25.73216
EXTL1	0	0.0537958	0.122795	0.0920556	0	0.0416743	0	0
EXTL2	12.417904	11.798036	11.66782	14.4199	9.333599	13.287752	11.41595737	13.1268420599
EXTL3	8.67517	9.193686	8.58344	8.23845	12.724617	8.438342	7.55697	7.65419
EYA1	0.135035	0.0788722	0	0.0450538	0.0615487	0.118777	0.0607263	0.144897
EYA2	0.125033	0	0	0	0	0	0	0
EYA3	7.34466000990009	8.1343853	6.110952	7.267317057717	6.226835	5.9486130251801	6.38196	7.77625
EYA4	0	0.01866102	0	0	0	0	0	0.0467325
EYS	0.1069076262542	0.2472637	0.16459	0.338272	0	0.168012	0.227786	0.265182
EZH1	4.68886	5.37594000830479	5.13294	4.120502	5.21452	4.328056	4.870192808	5.830755759
EZH2	19.495995894241	20.538928	18.53607725	17.963418	21.60485	21.75024	22.17759	21.2372
EZR	92.1603197376	88.483011	93.4873	87.3069	91.6151	83.6123768	95.30693	91.5132
F10	38.33882	40.8017	41.578402	36.584	35.83512	33.27664	32.48259	36.057
F11	11.074076	8.78149	8.045197	10.979414	6.364405	9.143212	7.405241	11.72734
F11R	25.17497	37.2721	29.31153	36.1654	31.6384	32.6809	27.95546	34.2178
F12	1.55539	0.538909	1.32598	0.627707	0.552333	0.358424	1.04445	0.592662
F13A1	0.0715882	0.0598462147	0	0.0231115	0.0605666	0.0418503	0.0659818	0
F13B	0	0.153093	0.311672	0.262918	0.19848	0.237119	0.124877	0.102892
F2	199.68565	187.101456	197.23241	181.046	196.34071	180.48868	170.203926	164.877922
F2R	11.4949	12.5999	11.1509	11.2234	13.52611	11.186139	10.5785	10.4123
F2RL1	30.02804	33.9273	25.64413	34.8356	35.4766	38.43125	42.9022	43.80005
F2RL2	0	0.0356598	0	0.0556111	0.0713481	0	0	0.0381712
F2RL3	0.332338	0.223557	0.198461	0.296578	0.2132	0.0542589	0.531968	0.473815
F3	2.976075	2.9452	1.361194	1.9480900201662	2.200665	2.08447	2.64374	1.74808
F5	40.61142486	46.96516348	44.6745	47.52176	31.368122	41.17649	29.71855834	37.469304
F7	11.187926	10.325924	11.1380786	10.085738	8.7536	10.15152	7.6739807476	9.022805
F8	0.20034	0.4358858	0.323975	0.2550549	0.0954682	0.0487346	0.311709	1.0177436
F8A1	14.4098	15.1354	14.6088	16.1994	13.99	17.314	15.3684	15.3959
F8A2	0	0	0	0	0	0	0	0
F8A3	0	0	0	0	0	0	0	0
F9	0	0	0	0	0	0	0	0
FA2H	0	0	0	0.0793775	0	0	0	0
FAAH	3.00299	1.5613	2.93825	2.44639	1.26441	1.9084	1.38821	2.19774
FAAH2	0.464374	0.982212	0.293864	1.09258	0.711694	0.199408	0.471477	0.810476
FAAP100	13.968744	13.607746	11.22132	9.061438	8.687956	7.20976	9.8160720021503	10.455053
FAAP20	20.765588	27.26567	34.513808	30.637300399	35.59544	32.57771	17.00183	13.434731
FAAP24	4.52127	3.32135	5.894822	4.22646	6.31238	4.68487	6.54105	1.65554
FABP1	120.002	247.030474	169.67100149054	239.045	195.223	392.126571696	167.671	405.213491
FABP12	0	0	0	0	0	0	0	0
FABP2	0.239653	0.542706	0.413296	0.619779	0.608943	0.769309	0.496974	0.685353
FABP3	1.07245	0.99838989531	0	0	0	0.45547	0	0.760055
FABP4	1.7276	4.56907	0.989971	0	0.730706	2.52803	0.795416	1.52114
FABP5	68.403364	72.779197	62.41339	64.915302	65.42034	59.193506	73.912757	68.839222
FABP6	0	0	0	0	0	0	0	0
FABP7	0	0.0228189	0.333637	0.0521215	0	0	0.0782854	0.227288
FABP9	0	0	0	0	0	0	0	0
FADD	14.6904	14.8248	14.5069	12.3741	14.5791	12.5491	15.2314	11.24
FADS1	70.303039	77.3153977	70.285901	75.9909	76.876841	78.81143127	73.4208129	74.9367003
FADS2	37.897757	47.548789	46.053896	42.106648912	59.86634	55.805889	57.2259664	45.367438
FADS3	13.03241	9.2778202	10.58772	11.3509451364	18.25233	16.52593	13.035198	13.302369
FADS6	0.736916	0.2989256	0.769259	0.1896406	0	0.090782	0.370886	0.902408
FAF1	14.11717	19.78958	18.62671	14.38015	13.71335	15.53487	15.70116	16.37481
FAF2	23.543624	22.948758	24.4791	23.79608	22.5061	23.77364	24.88666	25.2624
FAH	53.911465	50.624284	45.9996444519	49.348785	56.388583	53.15648	52.82348	53.082405
FAHD1	35.804292	36.090486	42.542019	35.749396	36.620201	31.623685	33.919426	33.79134
FAHD2A	30.502069	29.036448	39.509813	27.612077	33.71121	36.17239	28.84973	34.182408
FAHD2B	9.29239	8.40335	7.3303	7.02721	9.2527	8.001592	8.56645	6.69628
FAIM	27.72017	28.6942	22.490363	30.41856	21.89937	29.15866	23.31201	29.62605
FAIM2	0	0.169862	0.791298587	0.406386	1.16539	0.142719	0.2096604	0.5419875
FAM102A	17.71431	15.63382	14.34173	19.68819	17.36828	17.4806	17.74297	13.58274
FAM102B	0.362302	0.729435	0.683493	0.511343	0.255118	0.411819	0.3576001	0.523164
FAM104A	42.959	39.70199	35.14225	43.08752	31.24293	35.51702	34.89133	38.31265
FAM104B	6.266538	7.231298	8.576939	6.0429051696	8.07452	7.9870329815	5.516329	6.186701803
FAM107A	0.0859685	0.2776782	0.0493793	0.0723939	0	0	0.0396524	0.0758685
FAM107B	94.38716	123.558219	103.568107	111.200205	91.499374	109.38381	101.146880832767	104.82407483893
FAM110A	3.88843	2.22510000120632	2.45039	3.094592	2.47036612	2.5893670128019	3.287705	1.750239
FAM110B	1.6222	1.93847	2.08496	1.93125	1.7787	1.71946	1.17735	1.4909
FAM110C	2.99058	4.2347	3.94976	4.58201	2.71588	2.79879	2.20542	2.7901
FAM110D	0	0.280785	0.0942436	0.116164	0.115778	0	0.135649	0
FAM111A	3.854514	3.915772	2.839912	3.520369	4.4390548	3.4868127	3.187822	3.292317
FAM111B	8.429708	10.16292312	10.729282	10.59862	10.04886	11.605217	9.8809884	11.5296510474844
FAM114A1	41.3247	45.7456	46.4113	41.2284	39.84866	48.3355	40.8003	48.1591
FAM114A2	9.777361	12.323606	11.28365	10.099843	7.921116	13.970473	10.179011	12.925375
FAM117A	13.86699	10.39071	16.59181	11.06424	12.70157	9.32431	11.08012	10.832411
FAM117B	7.0919	6.6038	6.19401	6.64239	6.7392	7.41456	6.37947	6.23199
FAM118A	13.48389	13.4976	15.42301	13.195812	11.056655	8.74432	11.17077	11.61975
FAM118B	15.17512	13.41856	13.9599083	12.198554	13.368090196386	10.59843	15.071637	13.9881794566597
FAM120A	66.731759	58.659804	64.034788	63.174474	65.19488	51.246842	59.8439757	56.757251
FAM120AOS	12.1504	18.05376	12.08816	12.70994	11.31013	9.09766	18.72864	11.589068
FAM120B	5.62884	6.6836	6.85655	6.03561	6.39065	6.881234	7.2923	6.58309
FAM120C	6.252492	4.8937713	4.562853	4.096227	5.38194	4.1913	4.198968	6.01468
FAM122A	4.72099	4.94683	4.7784	4.81176	5.25432	6.10272	5.49636	5.27308
FAM122B	7.47628	8.32027	8.0830013624	6.533096	5.945427	6.3355686	8.052548	8.044437
FAM122C	2.587213	0.7170099	0.882612	1.9367622	1.817965	1.2191375	0.411412	0.627715
FAM124A	0.545887	0.4618512	0.460164	0.597387	0.442797	0.418089	0.350111	0.316258
FAM124B	0.0747488	0.225132	0	0.0483674	0.126708	0.0871682	0.0688913	0.131568
FAM126A	7.717263	10.465811	11.642163	10.684759	7.523392	11.784168	12.16724	12.196684
FAM126B	4.135753	4.948484	5.529098	4.947986	8.57279	3.5391	3.668363	4.957217
FAM129A	0.0201659	0.0156208	0	0.0260273	0	0.0236015	0	0.0184364
FAM129B	42.3222	35.5089	42.65735	37.5773	39.7147	34.8104	39.4097	33.3827
FAM129C	0	0	0	0	0	0	0.0778392	0
FAM131A	9.34350563	8.30817656204	8.742283	7.94850641495	6.4940228	6.348881	8.559346	6.6197814
FAM131B	0	0	0	0	0	0	0	0
FAM131C	0	0	0	0	0	0	0	0
FAM133A	0	0	0	0	0	0	0	0
FAM133B	31.00604	42.557381	33.36439	34.9833	36.31362	35.63748	41.269734	43.87048
FAM135A	14.542122	19.3350109129	15.7598430346952	17.2935930003889	20.532382	16.230209	19.779745238073	18.847713
FAM135B	0	0	0	0	0	0	0	0
FAM136A	62.449992	64.684486	63.993445	64.438789	70.80168	68.16762	72.81195	69.9645
FAM13A	0.4213793	0.26018515	0.1406139	0.429732	0	0.1390851	0.2352329	0.2582703
FAM13B	3.459791	4.88813	4.4511105	4.880636	4.50618	4.979677	4.927538	5.69813
FAM13C	1.31364	1.341698	1.13608	1.598493	0.871983	0.211029	1.056056	1.980653
FAM149A	0	0	0	0.21487	0	0.0988571	0	3.84644e-09
FAM149B1	8.37424	9.809488	8.42811	8.4526	6.90066	7.4842	7.78247	9.104
FAM151A	0	0	0.127417	0.124068	0	0	0.348733	0
FAM151B	0.410017	0.520053	0.222122	0.370972	0.153324	0	0	0
FAM153A	0	0	0	0	0	0.0518371	0	0
FAM153B	0	0	0	0	0	0	0	0
FAM153C	0	0	0.43013	0	0.792893	0	0	0
FAM155A	0.0490537	0	0.0374768	0.0210748	0.0552128	0.0382384	0.0150508	0.0151503
FAM155B	4.24378	3.364	3.48103	3.70719	4.16364	2.71025	4.27298	2.44703
FAM156A	14.831432	15.449918	21.942087	18.612213	16.559286	13.207162	24.420747	14.236567
FAM156B	6.867626	3.98505	4.418248451117	1.68554145441	5.393971	4.8999089	2.986049	2.109197
FAM160A1	1.270996	0.51872	1.740489	0.373109	0.465172	1.805566	0.372064	0.453476
FAM160A2	5.74105	5.285182	4.84048	6.021822	5.37494	5.89081	6.48316	4.3382897
FAM160B1	5.39577	6.1460063	5.66533	5.79246	6.112776	7.730367	4.90637	6.3211
FAM160B2	4.21321	5.37429	4.18288	3.63791	8.13899	3.93641	4.28967	4.41552
FAM161A	4.482835	2.6899400176132	3.03062	2.99632000288772	2.31336	2.770905	2.133415	2.500098706
FAM161B	1.1702	1.6818603	1.4957	1.46048	1.992753	1.3536	1.03015	2.292667
FAM162A	64.76269	66.23739	64.50334	62.02077	70.48166	73.47947	70.81681	79.35322
FAM162B	0	0	0	0	0	0	0	0
FAM163A	0	0.0379644	0	0	0.0853097	0.0588083	0.185483	0.0885744
FAM163B	0	0	0	0	0	0	0	0
FAM166A	0	0	0.17351	0.182665	0	0	0	0.128257
FAM166B	0.931418	0.903488	1.681279	0.278735	0.8288457	0	1.08527	1.29113
FAM167A	0	0	0	0	0	0	0	0
FAM167B	1.32356	1.27304	1.53117	1.84685	2.89985	2.40705	1.91661	2.9988
FAM168A	12.19816	12.68164	15.13797	10.457841	12.66193	11.902357	10.48419	10.9569
FAM168B	64.7723	63.0148	77.5132	62.0197	70.1079	66.4232	63.1106	60.5653
FAM169A	38.75389	49.63083	36.239309	49.6699	34.113150954321	56.66427	43.501892	56.624111
FAM169B	0	0	0	0.741402	0	0	0	0
FAM170A	0	0	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0	0	0
FAM171A1	46.65555	50.888848	47.49076	50.632258	44.97466	49.13978	38.56212	47.10338
FAM171A2	2.19586	2.44187	3.00059	2.08094	1.98878	1.9942	2.44069	2.10139
FAM171B	0.0241272	0.14067	0.0553837	0.0467054	0.0408034	0.056463	0	0.1656718
FAM172A	3.144168	4.70977	5.24242	4.64135	2.676946	3.885294	2.422526	5.56382
FAM173A	18.95501	12.85456	20.16434	14.07142	20.24312	5.71961	11.3062785324	7.37337
FAM173B	7.445053	6.04951	5.30551	6.75789	3.61017	5.35952	5.52069	7.109952
FAM174A	9.64932	9.84193	8.65309	11.6681	7.89153	9.69564	8.12415	8.91548
FAM174B	0.15779	0.287661	0.9669826	0.2213763	0	0.0614266	0.193134	0
